,Area,TotHousehold,ParentArea,Year,MedInc_house,perc_less20k_house,perc_bet20k30k_house,perc_bet30k50k_house,perc_bet50k70k_house,perc_bet70k100k_house,perc_bet100k150k_house,perc_greater150k_house
2816,Weymouth South,993.0,AucklandRegion,2018,80300.0,0.07854984894259819,0.0755287009063444,0.09969788519637462,0.1419939577039275,0.13293051359516617,0.2054380664652568,0.1540785498489426
2817,Manurewa East,726.0,AucklandRegion,2018,67800.0,0.11570247933884298,0.10330578512396695,0.12396694214876033,0.11570247933884298,0.16942148760330578,0.16115702479338842,0.10743801652892562
2818,Manurewa South,1011.0,AucklandRegion,2018,65100.0,0.12166172106824925,0.08605341246290801,0.13353115727002968,0.142433234421365,0.12759643916913946,0.16913946587537093,0.11275964391691394
2819,Randwick Park East,684.0,AucklandRegion,2018,91500.0,0.07456140350877193,0.05701754385964912,0.10087719298245613,0.11842105263157894,0.15350877192982457,0.2719298245614035,0.14912280701754385
2820,Wattle Downs West,1290.0,AucklandRegion,2018,103400.0,0.05116279069767442,0.09069767441860466,0.12325581395348838,0.07906976744186046,0.11162790697674418,0.2534883720930233,0.23953488372093024
2821,Wattle Downs North,573.0,AucklandRegion,2018,67300.0,0.14136125654450263,0.04712041884816754,0.13612565445026178,0.13612565445026178,0.14659685863874344,0.17277486910994763,0.09947643979057591
2822,Randwick Park West,834.0,AucklandRegion,2018,63900.0,0.13309352517985612,0.06474820143884892,0.14028776978417265,0.12949640287769784,0.1366906474820144,0.17266187050359713,0.07913669064748201
2823,Kingseat-Karaka,936.0,AucklandRegion,2018,129800.0,0.041666666666666664,0.028846153846153848,0.0673076923076923,0.08333333333333333,0.11858974358974358,0.1987179487179487,0.3717948717948718
2824,Wattle Downs East,726.0,AucklandRegion,2018,105600.0,0.045454545454545456,0.07851239669421488,0.10743801652892562,0.09090909090909091,0.12396694214876033,0.24380165289256198,0.2603305785123967
2825,Takanini North,660.0,AucklandRegion,2018,81100.0,0.09545454545454546,0.05,0.11363636363636363,0.12272727272727273,0.1409090909090909,0.20454545454545456,0.13636363636363635
2826,Takanini Industrial,12.0,AucklandRegion,2018,59900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,Conifer Grove West,804.0,AucklandRegion,2018,118600.0,0.029850746268656716,0.055970149253731345,0.08955223880597014,0.08955223880597014,0.12313432835820895,0.22761194029850745,0.332089552238806
2828,Conifer Grove East,747.0,AucklandRegion,2018,67200.0,0.10441767068273092,0.08032128514056225,0.1285140562248996,0.14056224899598393,0.14859437751004015,0.17670682730923695,0.09236947791164658
2829,Takanini West,720.0,AucklandRegion,2018,71200.0,0.1,0.07083333333333333,0.11666666666666667,0.15,0.15,0.18333333333333332,0.12083333333333333
2830,Takanini South,1191.0,AucklandRegion,2018,116100.0,0.05037783375314862,0.020151133501259445,0.05793450881612091,0.08816120906801007,0.13602015113350127,0.31738035264483627,0.23929471032745592
2831,Takanini Central,390.0,AucklandRegion,2018,68600.0,0.06153846153846154,0.18461538461538463,0.15384615384615385,0.07692307692307693,0.1076923076923077,0.2,0.16923076923076924
2832,Ardmore,426.0,AucklandRegion,2018,121200.0,0.02112676056338028,0.07042253521126761,0.08450704225352113,0.08450704225352113,0.1056338028169014,0.19718309859154928,0.33098591549295775
2833,Glenbrook,741.0,AucklandRegion,2018,103800.0,0.05263157894736842,0.05263157894736842,0.0931174089068826,0.10931174089068826,0.13360323886639677,0.22267206477732793,0.2550607287449393
2834,Hingaia,783.0,AucklandRegion,2018,113500.0,0.04597701149425287,0.09961685823754789,0.09961685823754789,0.08812260536398467,0.08812260536398467,0.17624521072796934,0.3371647509578544
2835,Takanini South East,405.0,AucklandRegion,2018,88300.0,0.08888888888888889,0.044444444444444446,0.1037037037037037,0.14074074074074075,0.15555555555555556,0.26666666666666666,0.14814814814814814
2836,Kawakawa Bay-Orere,765.0,AucklandRegion,2018,87700.0,0.06666666666666667,0.08235294117647059,0.10980392156862745,0.10588235294117647,0.12156862745098039,0.1568627450980392,0.23529411764705882
2837,Papakura West,642.0,AucklandRegion,2018,66000.0,0.07476635514018691,0.14018691588785046,0.1308411214953271,0.14953271028037382,0.16355140186915887,0.1822429906542056,0.08878504672897196
2838,Clevedon,507.0,AucklandRegion,2018,130200.0,0.05325443786982249,0.04142011834319527,0.07692307692307693,0.0650887573964497,0.10059171597633136,0.17751479289940827,0.3727810650887574
2839,Papakura North,1293.0,AucklandRegion,2018,73300.0,0.09048723897911833,0.09976798143851508,0.12296983758700696,0.1368909512761021,0.16705336426914152,0.20649651972157773,0.1136890951276102
2840,Pahurehure,1032.0,AucklandRegion,2018,98600.0,0.0436046511627907,0.05813953488372093,0.10755813953488372,0.10465116279069768,0.17151162790697674,0.23837209302325582,0.22965116279069767
2841,Papakura Central,1191.0,AucklandRegion,2018,58300.0,0.1309823677581864,0.12594458438287154,0.14609571788413098,0.15365239294710328,0.1385390428211587,0.16876574307304787,0.06801007556675064
2842,Papakura North East,750.0,AucklandRegion,2018,85200.0,0.068,0.068,0.136,0.112,0.148,0.232,0.152
2843,Karaka Lakes,642.0,AucklandRegion,2018,143300.0,0.03271028037383177,0.014018691588785047,0.07009345794392523,0.07009345794392523,0.11214953271028037,0.205607476635514,0.4485981308411215
2844,Papakura Kelvin,1095.0,AucklandRegion,2018,64300.0,0.136986301369863,0.06575342465753424,0.14246575342465753,0.14246575342465753,0.1506849315068493,0.1780821917808219,0.07123287671232877
2845,Papakura Massey Park,789.0,AucklandRegion,2018,61700.0,0.1444866920152091,0.09125475285171103,0.13307984790874525,0.13688212927756654,0.1520912547528517,0.1634980988593156,0.09885931558935361
2846,Rosehill,1113.0,AucklandRegion,2018,83800.0,0.07816711590296496,0.07008086253369272,0.1105121293800539,0.12668463611859837,0.16442048517520216,0.21293800539083557,0.16172506738544473
2847,Patumahoe,765.0,AucklandRegion,2018,121800.0,0.050980392156862744,0.047058823529411764,0.06274509803921569,0.09019607843137255,0.11764705882352941,0.2196078431372549,0.3411764705882353
2848,Papakura East,825.0,AucklandRegion,2018,90800.0,0.10545454545454545,0.05090909090909091,0.09454545454545454,0.11636363636363636,0.14545454545454545,0.22545454545454546,0.19636363636363635
2849,Opaheke,903.0,AucklandRegion,2018,101000.0,0.03986710963455149,0.059800664451827246,0.11295681063122924,0.09302325581395349,0.15614617940199335,0.2724252491694352,0.19933554817275748
2850,Papakura Industrial,51.0,AucklandRegion,2018,57700.0,0.11764705882352941,0.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705
2851,Red Hill,792.0,AucklandRegion,2018,79600.0,0.09848484848484848,0.06818181818181818,0.12878787878787878,0.11363636363636363,0.15151515151515152,0.1893939393939394,0.16287878787878787
2852,Drury,360.0,AucklandRegion,2018,98000.0,0.03333333333333333,0.041666666666666664,0.1,0.11666666666666667,0.15,0.20833333333333334,0.23333333333333334
2853,Tamakae,960.0,AucklandRegion,2018,66500.0,0.084375,0.125,0.159375,0.125,0.128125,0.19375,0.121875
2854,Hamilton Estate,873.0,AucklandRegion,2018,66600.0,0.09965635738831616,0.10996563573883161,0.13745704467353953,0.14776632302405499,0.15463917525773196,0.18556701030927836,0.10652920962199312
2855,Drury Rural,927.0,AucklandRegion,2018,118400.0,0.04854368932038835,0.042071197411003236,0.07766990291262135,0.0970873786407767,0.11326860841423948,0.20388349514563106,0.3268608414239482
2856,Waiuku Central,471.0,AucklandRegion,2018,81200.0,0.09554140127388536,0.08280254777070063,0.10828025477707007,0.11464968152866242,0.17197452229299362,0.2229299363057325,0.14012738853503184
2857,Waiuku East,609.0,AucklandRegion,2018,82400.0,0.06896551724137931,0.07881773399014778,0.11822660098522167,0.12807881773399016,0.17733990147783252,0.22660098522167488,0.14285714285714285
2858,Kendallvale,348.0,AucklandRegion,2018,116200.0,0.02586206896551724,0.034482758620689655,0.08620689655172414,0.08620689655172414,0.13793103448275862,0.29310344827586204,0.25862068965517243
2859,Puni,480.0,AucklandRegion,2018,100600.0,0.05,0.05,0.0875,0.0875,0.16875,0.225,0.24375
2860,Ramarama,663.0,AucklandRegion,2018,123000.0,0.03619909502262444,0.04072398190045249,0.07239819004524888,0.09954751131221719,0.11312217194570136,0.19004524886877827,0.34841628959276016
2861,Hunua,444.0,AucklandRegion,2018,126100.0,0.02027027027027027,0.033783783783783786,0.060810810810810814,0.0945945945945946,0.13513513513513514,0.24324324324324326,0.34459459459459457
2862,Pukekohe North West,1542.0,AucklandRegion,2018,67900.0,0.10116731517509728,0.13813229571984437,0.12062256809338522,0.11089494163424124,0.16926070038910507,0.17315175097276264,0.10311284046692606
2863,Anselmi Ridge,855.0,AucklandRegion,2018,104200.0,0.042105263157894736,0.0912280701754386,0.14736842105263157,0.07017543859649122,0.0912280701754386,0.1824561403508772,0.2912280701754386
2864,Pukekohe West,1509.0,AucklandRegion,2018,71900.0,0.09343936381709742,0.0874751491053678,0.13320079522862824,0.13518886679920478,0.16302186878727634,0.1988071570576541,0.1073558648111332
2865,Cape Hill,480.0,AucklandRegion,2018,116300.0,0.0375,0.03125,0.08125,0.0875,0.16875,0.2625,0.30625
2866,Rosa Birch Park,768.0,AucklandRegion,2018,61700.0,0.078125,0.16796875,0.1484375,0.13671875,0.13671875,0.14453125,0.14453125
2867,Rooseville Park,864.0,AucklandRegion,2018,96600.0,0.05555555555555555,0.0625,0.10069444444444445,0.10416666666666667,0.1597222222222222,0.2534722222222222,0.19791666666666666
2868,Cloverlea (Auckland),867.0,AucklandRegion,2018,82300.0,0.04152249134948097,0.11418685121107267,0.14186851211072665,0.12802768166089964,0.13494809688581316,0.21453287197231835,0.18339100346020762
2869,Pukekohe Central,153.0,AucklandRegion,2018,53200.0,0.13725490196078433,0.09803921568627451,0.1568627450980392,0.1568627450980392,0.1568627450980392,0.0784313725490196,0.058823529411764705
2870,Pukekohe Hospital,609.0,AucklandRegion,2018,77800.0,0.07389162561576355,0.12315270935960591,0.13793103448275862,0.09359605911330049,0.14285714285714285,0.21674876847290642,0.1477832512315271
2871,Buckland,384.0,AucklandRegion,2018,103700.0,0.0390625,0.0625,0.1015625,0.078125,0.15625,0.2265625,0.2578125
2872,Bombay Hills,669.0,AucklandRegion,2018,116200.0,0.053811659192825115,0.04932735426008968,0.07174887892376682,0.08968609865470852,0.12556053811659193,0.22869955156950672,0.3094170403587444
2873,Ararimu,675.0,AucklandRegion,2018,122600.0,0.044444444444444446,0.02666666666666667,0.057777777777777775,0.08444444444444445,0.15555555555555556,0.21777777777777776,0.3511111111111111
2876,Rangataiki,60.0,BayOfPlentyRegion,2018,81900.0,0.0,0.05,0.1,0.15,0.25,0.2,0.05
2877,Waiau,123.0,BayOfPlentyRegion,2018,77800.0,0.0975609756097561,0.04878048780487805,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.1951219512195122
2878,Waihi Beach-Bowentown,1029.0,BayOfPlentyRegion,2018,59300.0,0.09912536443148688,0.12244897959183673,0.17784256559766765,0.12536443148688048,0.13702623906705538,0.13411078717201166,0.12536443148688048
2879,Tahawai,738.0,BayOfPlentyRegion,2018,74200.0,0.04878048780487805,0.06910569105691057,0.17886178861788618,0.13414634146341464,0.15447154471544716,0.16666666666666666,0.15447154471544716
2880,Athenree,291.0,BayOfPlentyRegion,2018,67200.0,0.030927835051546393,0.09278350515463918,0.20618556701030927,0.15463917525773196,0.20618556701030927,0.16494845360824742,0.07216494845360824
2881,Aongatete,1287.0,BayOfPlentyRegion,2018,69400.0,0.06060606060606061,0.07925407925407925,0.17016317016317017,0.13752913752913754,0.13986013986013987,0.15151515151515152,0.14685314685314685
2882,Katikati,2034.0,BayOfPlentyRegion,2018,42300.0,0.09292035398230089,0.18289085545722714,0.2640117994100295,0.1504424778761062,0.10619469026548672,0.10324483775811209,0.03687315634218289
2883,Inlet Tauranga Harbour North,0.0,BayOfPlentyRegion,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,Matakana Island,78.0,BayOfPlentyRegion,2018,52700.0,0.07692307692307693,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.038461538461538464
2885,Pahoia,1161.0,BayOfPlentyRegion,2018,89300.0,0.056847545219638244,0.05167958656330749,0.11886304909560723,0.11886304909560723,0.13953488372093023,0.19121447028423771,0.19638242894056848
2886,Omokoroa,1314.0,BayOfPlentyRegion,2018,63600.0,0.0502283105022831,0.09817351598173515,0.2146118721461187,0.14840182648401826,0.14840182648401826,0.1552511415525114,0.1324200913242009
2887,Omokoroa Rural,279.0,BayOfPlentyRegion,2018,82800.0,0.07526881720430108,0.053763440860215055,0.10752688172043011,0.13978494623655913,0.13978494623655913,0.1827956989247312,0.17204301075268819
2888,Te Puna,744.0,BayOfPlentyRegion,2018,97900.0,0.04838709677419355,0.06854838709677419,0.10483870967741936,0.10483870967741936,0.12903225806451613,0.1774193548387097,0.2540322580645161
2889,Minden,717.0,BayOfPlentyRegion,2018,98000.0,0.0502092050209205,0.03765690376569038,0.11715481171548117,0.08368200836820083,0.16736401673640167,0.20502092050209206,0.22594142259414227
2890,Kaimai,678.0,BayOfPlentyRegion,2018,89600.0,0.035398230088495575,0.04424778761061947,0.11061946902654868,0.1415929203539823,0.1592920353982301,0.2079646017699115,0.18141592920353983
2891,Kopurererua,408.0,BayOfPlentyRegion,2018,112800.0,0.051470588235294115,0.029411764705882353,0.11764705882352941,0.08823529411764706,0.10294117647058823,0.20588235294117646,0.27941176470588236
2892,Kaitemako (Western Bay of Plenty District),606.0,BayOfPlentyRegion,2018,90300.0,0.04950495049504951,0.039603960396039604,0.12871287128712872,0.13366336633663367,0.1485148514851485,0.19801980198019803,0.19801980198019803
2893,Waiorohi,825.0,BayOfPlentyRegion,2018,94300.0,0.04,0.04727272727272727,0.13454545454545455,0.10545454545454545,0.14909090909090908,0.22545454545454546,0.19636363636363635
2894,Otawa,663.0,BayOfPlentyRegion,2018,98100.0,0.03619909502262444,0.058823529411764705,0.09954751131221719,0.14027149321266968,0.13122171945701358,0.22171945701357465,0.22624434389140272
2895,Te Puke West,1047.0,BayOfPlentyRegion,2018,68100.0,0.08595988538681948,0.09742120343839542,0.1489971346704871,0.12607449856733524,0.18051575931232092,0.17191977077363896,0.08882521489971347
2896,Rangiuru,876.0,BayOfPlentyRegion,2018,86200.0,0.06506849315068493,0.05136986301369863,0.10616438356164383,0.13356164383561644,0.136986301369863,0.1952054794520548,0.17123287671232876
2897,Te Puke East,1746.0,BayOfPlentyRegion,2018,60300.0,0.08075601374570447,0.13058419243986255,0.17869415807560138,0.1563573883161512,0.15292096219931273,0.15120274914089346,0.0859106529209622
2898,Inlets Maketu,0.0,BayOfPlentyRegion,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,Maketu,408.0,BayOfPlentyRegion,2018,58000.0,0.09558823529411764,0.08088235294117647,0.18382352941176472,0.13970588235294118,0.11029411764705882,0.14705882352941177,0.08823529411764706
2900,Pukehina Beach,327.0,BayOfPlentyRegion,2018,65800.0,0.09174311926605505,0.08256880733944955,0.1559633027522936,0.14678899082568808,0.1651376146788991,0.1651376146788991,0.11009174311926606
2901,Pongakawa,1080.0,BayOfPlentyRegion,2018,82600.0,0.05,0.06111111111111111,0.1361111111111111,0.11944444444444445,0.17222222222222222,0.19166666666666668,0.14722222222222223
2902,Matua North,1131.0,BayOfPlentyRegion,2018,86000.0,0.03713527851458886,0.07161803713527852,0.14058355437665782,0.14058355437665782,0.15384615384615385,0.1724137931034483,0.22811671087533156
2903,Inlet Tauranga Harbour South,0.0,BayOfPlentyRegion,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,Mount Maunganui North,1503.0,BayOfPlentyRegion,2018,82400.0,0.0658682634730539,0.09580838323353294,0.10778443113772455,0.11377245508982035,0.12375249500998003,0.15768463073852296,0.20159680638722555
2905,Matua South,936.0,BayOfPlentyRegion,2018,69300.0,0.07051282051282051,0.12179487179487179,0.15705128205128205,0.12179487179487179,0.14743589743589744,0.16666666666666666,0.15064102564102563
2906,Bethlehem North,1326.0,BayOfPlentyRegion,2018,66400.0,0.05429864253393665,0.11085972850678733,0.167420814479638,0.1334841628959276,0.11990950226244344,0.14027149321266968,0.16289592760180996
2907,Bellevue,1284.0,BayOfPlentyRegion,2018,75600.0,0.06775700934579439,0.07476635514018691,0.1378504672897196,0.1542056074766355,0.18457943925233644,0.205607476635514,0.11448598130841121
2908,Otumoetai North,1818.0,BayOfPlentyRegion,2018,64400.0,0.08415841584158416,0.1419141914191419,0.15181518151815182,0.1353135313531353,0.13861386138613863,0.16501650165016502,0.13366336633663367
2909,Otumoetai South,1434.0,BayOfPlentyRegion,2018,76800.0,0.04811715481171548,0.10669456066945607,0.1401673640167364,0.14853556485355648,0.14435146443514643,0.18619246861924685,0.18200836820083682
2910,Brookfield West,1083.0,BayOfPlentyRegion,2018,63900.0,0.07202216066481995,0.11357340720221606,0.16620498614958448,0.16897506925207756,0.17174515235457063,0.1772853185595568,0.06371191135734072
2911,Bethlehem Central,1551.0,BayOfPlentyRegion,2018,80500.0,0.05415860735009671,0.06769825918762089,0.15860735009671179,0.13733075435203096,0.15860735009671179,0.19342359767891681,0.17794970986460348
2912,Brookfield East,1011.0,BayOfPlentyRegion,2018,67800.0,0.08902077151335312,0.11572700296735905,0.142433234421365,0.13056379821958458,0.1572700296735905,0.19881305637982197,0.09198813056379822
2913,Mount Maunganui South,1089.0,BayOfPlentyRegion,2018,105900.0,0.046831955922865015,0.049586776859504134,0.12672176308539945,0.09917355371900827,0.11294765840220386,0.21212121212121213,0.2727272727272727
2914,Tauranga Central,1092.0,BayOfPlentyRegion,2018,59400.0,0.07967032967032966,0.11813186813186813,0.17032967032967034,0.14835164835164835,0.13186813186813187,0.11813186813186813,0.12362637362637363
2915,Mount Maunganui Central,132.0,BayOfPlentyRegion,2018,68000.0,0.09090909090909091,0.06818181818181818,0.1590909090909091,0.1590909090909091,0.13636363636363635,0.18181818181818182,0.09090909090909091
2916,Judea,1011.0,BayOfPlentyRegion,2018,54500.0,0.12166172106824925,0.1632047477744807,0.14836795252225518,0.12462908011869436,0.14836795252225518,0.1572700296735905,0.05637982195845697
2917,Te Reti,624.0,BayOfPlentyRegion,2018,70700.0,0.08173076923076923,0.07211538461538461,0.15384615384615385,0.14423076923076922,0.19230769230769232,0.20192307692307693,0.07692307692307693
2918,Bethlehem South,351.0,BayOfPlentyRegion,2018,128800.0,0.017094017094017096,0.042735042735042736,0.08547008547008547,0.08547008547008547,0.09401709401709402,0.21367521367521367,0.36752136752136755
2919,Omanu Beach,1104.0,BayOfPlentyRegion,2018,84200.0,0.07880434782608696,0.10054347826086957,0.10869565217391304,0.11141304347826086,0.1331521739130435,0.18478260869565216,0.20652173913043478
2920,Tauranga Hospital,777.0,BayOfPlentyRegion,2018,46900.0,0.14671814671814673,0.16988416988416988,0.16602316602316602,0.11969111969111969,0.15444015444015444,0.10424710424710425,0.06563706563706563
2921,Tauriko,60.0,BayOfPlentyRegion,2018,100600.0,0.05,0.0,0.1,0.05,0.1,0.25,0.1
2922,Gate Pa,1341.0,BayOfPlentyRegion,2018,58900.0,0.08501118568232663,0.12304250559284116,0.18568232662192394,0.16331096196868009,0.16778523489932887,0.14541387024608501,0.05145413870246085
2923,Greerton South,258.0,BayOfPlentyRegion,2018,45900.0,0.12790697674418605,0.19767441860465115,0.18604651162790697,0.13953488372093023,0.16279069767441862,0.10465116279069768,0.046511627906976744
2924,Tauranga South,1968.0,BayOfPlentyRegion,2018,56100.0,0.10823170731707317,0.14939024390243902,0.1600609756097561,0.12042682926829268,0.1326219512195122,0.125,0.12195121951219512
2925,Arataki North,1224.0,BayOfPlentyRegion,2018,69800.0,0.07107843137254902,0.125,0.16176470588235295,0.11274509803921569,0.15196078431372548,0.17892156862745098,0.12990196078431374
2926,Matapihi,189.0,BayOfPlentyRegion,2018,72300.0,0.06349206349206349,0.06349206349206349,0.1111111111111111,0.14285714285714285,0.12698412698412698,0.14285714285714285,0.15873015873015872
2927,Pyes Pa West,1200.0,BayOfPlentyRegion,2018,96200.0,0.05,0.0575,0.11,0.1125,0.1575,0.2625,0.185
2928,Greerton North,1413.0,BayOfPlentyRegion,2018,45700.0,0.11252653927813164,0.20382165605095542,0.1910828025477707,0.1337579617834395,0.13800424628450106,0.12526539278131635,0.040339702760084924
2929,Yatton Park,795.0,BayOfPlentyRegion,2018,50300.0,0.12452830188679245,0.13584905660377358,0.18867924528301888,0.15849056603773584,0.1471698113207547,0.1169811320754717,0.033962264150943396
2930,Pyes Pa North,1656.0,BayOfPlentyRegion,2018,65000.0,0.07608695652173914,0.1286231884057971,0.17391304347826086,0.11956521739130435,0.15579710144927536,0.18840579710144928,0.09963768115942029
2931,Arataki South,987.0,BayOfPlentyRegion,2018,74700.0,0.0668693009118541,0.0972644376899696,0.14285714285714285,0.12462006079027356,0.17325227963525835,0.1702127659574468,0.14285714285714285
2932,Pyes Pa South,456.0,BayOfPlentyRegion,2018,115700.0,0.039473684210526314,0.039473684210526314,0.08552631578947369,0.09210526315789473,0.1513157894736842,0.21052631578947367,0.3223684210526316
2933,Poike,261.0,BayOfPlentyRegion,2018,59800.0,0.13793103448275862,0.09195402298850575,0.16091954022988506,0.16091954022988506,0.20689655172413793,0.10344827586206896,0.06896551724137931
2934,Te Maunga North,1422.0,BayOfPlentyRegion,2018,44400.0,0.11392405063291139,0.18565400843881857,0.19831223628691982,0.12658227848101267,0.1160337552742616,0.11181434599156118,0.06540084388185655
2935,Maungatapu,1068.0,BayOfPlentyRegion,2018,68200.0,0.07584269662921349,0.09831460674157304,0.17134831460674158,0.1348314606741573,0.13764044943820225,0.19662921348314608,0.12359550561797752
2936,Hairini,1227.0,BayOfPlentyRegion,2018,62100.0,0.06845965770171149,0.12469437652811736,0.17603911980440098,0.15158924205378974,0.1687041564792176,0.16136919315403422,0.07090464547677261
2937,Pyes Pa East,201.0,BayOfPlentyRegion,2018,103000.0,0.029850746268656716,0.04477611940298507,0.08955223880597014,0.11940298507462686,0.14925373134328357,0.22388059701492538,0.22388059701492538
2938,Te Maunga South,1695.0,BayOfPlentyRegion,2018,67700.0,0.047787610619469026,0.11150442477876106,0.19646017699115045,0.13097345132743363,0.13628318584070798,0.1929203539823009,0.12920353982300886
2939,Kaitemako (Tauranga City),504.0,BayOfPlentyRegion,2018,80700.0,0.05357142857142857,0.06547619047619048,0.14285714285714285,0.13095238095238096,0.17261904761904762,0.20833333333333334,0.13690476190476192
2940,Ohauiti,1218.0,BayOfPlentyRegion,2018,83600.0,0.046798029556650245,0.09113300492610837,0.1354679802955665,0.13054187192118227,0.15270935960591134,0.22167487684729065,0.16995073891625614
2941,Baypark-Kairua,165.0,BayOfPlentyRegion,2018,61300.0,0.09090909090909091,0.07272727272727272,0.16363636363636364,0.16363636363636364,0.10909090909090909,0.14545454545454545,0.10909090909090909
2942,Welcome Bay West,912.0,BayOfPlentyRegion,2018,75000.0,0.05592105263157895,0.08223684210526316,0.13486842105263158,0.1513157894736842,0.20065789473684212,0.20723684210526316,0.08552631578947369
2943,Welcome Bay East,849.0,BayOfPlentyRegion,2018,69000.0,0.08833922261484099,0.08480565371024736,0.1519434628975265,0.1413427561837456,0.16607773851590105,0.18374558303886926,0.10600706713780919
2944,Pacific View,1068.0,BayOfPlentyRegion,2018,80800.0,0.03932584269662921,0.08426966292134831,0.16292134831460675,0.11797752808988764,0.17134831460674158,0.2050561797752809,0.15168539325842698
2945,Welcome Bay South,1107.0,BayOfPlentyRegion,2018,93300.0,0.04607046070460705,0.056910569105691054,0.10569105691056911,0.12195121951219512,0.1897018970189702,0.27371273712737126,0.15989159891598917
2946,Palm Beach North,1086.0,BayOfPlentyRegion,2018,70700.0,0.06353591160220995,0.08839779005524862,0.1574585635359116,0.15193370165745856,0.17679558011049723,0.19613259668508287,0.09116022099447514
2947,Palm Beach South-Gravatt,1449.0,BayOfPlentyRegion,2018,73300.0,0.060041407867494824,0.09109730848861283,0.16977225672877846,0.13043478260869565,0.14492753623188406,0.18012422360248448,0.15734989648033126
2948,Papamoa Beach North,963.0,BayOfPlentyRegion,2018,71200.0,0.07476635514018691,0.07165109034267912,0.1588785046728972,0.1526479750778816,0.17445482866043613,0.19314641744548286,0.102803738317757
2949,Doncaster,1071.0,BayOfPlentyRegion,2018,75200.0,0.06162464985994398,0.12044817927170869,0.14565826330532214,0.1092436974789916,0.1568627450980392,0.19887955182072828,0.13165266106442577
2950,Papamoa Beach South,1002.0,BayOfPlentyRegion,2018,69100.0,0.07784431137724551,0.09880239520958084,0.15568862275449102,0.1347305389221557,0.1467065868263473,0.17664670658682635,0.1377245508982036
2951,Motiti,1137.0,BayOfPlentyRegion,2018,85200.0,0.052770448548812667,0.06860158311345646,0.13720316622691292,0.1266490765171504,0.158311345646438,0.21899736147757257,0.16886543535620052
2952,Wairakei,1230.0,BayOfPlentyRegion,2018,74900.0,0.06585365853658537,0.1048780487804878,0.16097560975609757,0.11463414634146342,0.15365853658536585,0.22439024390243903,0.11463414634146342
2953,Tui Ridge,585.0,BayOfPlentyRegion,2018,92200.0,0.05128205128205128,0.041025641025641026,0.08717948717948718,0.13333333333333333,0.1641025641025641,0.20512820512820512,0.19487179487179487
2954,Ngongotaha Valley,540.0,BayOfPlentyRegion,2018,66700.0,0.09444444444444444,0.07222222222222222,0.17777777777777778,0.13333333333333333,0.17222222222222222,0.15,0.1111111111111111
2955,Hamurana,402.0,BayOfPlentyRegion,2018,89900.0,0.05223880597014925,0.04477611940298507,0.13432835820895522,0.11940298507462686,0.16417910447761194,0.19402985074626866,0.208955223880597
2956,Ngongotaha East,651.0,BayOfPlentyRegion,2018,67700.0,0.06912442396313365,0.07834101382488479,0.18433179723502305,0.12903225806451613,0.16129032258064516,0.17972350230414746,0.08755760368663594
2957,Ngongotaha West,558.0,BayOfPlentyRegion,2018,60200.0,0.0913978494623656,0.0967741935483871,0.1881720430107527,0.12903225806451613,0.17204301075268819,0.1774193548387097,0.03763440860215054
2958,Inland water Lake Rotorua,0.0,BayOfPlentyRegion,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,Ngongotaha South,564.0,BayOfPlentyRegion,2018,60500.0,0.09574468085106383,0.10106382978723404,0.17553191489361702,0.1276595744680851,0.1595744680851064,0.14361702127659576,0.07446808510638298
2960,Selwyn Heights,348.0,BayOfPlentyRegion,2018,60100.0,0.10344827586206896,0.09482758620689655,0.12931034482758622,0.1724137931034483,0.1896551724137931,0.14655172413793102,0.04310344827586207
2961,Pleasant Heights,660.0,BayOfPlentyRegion,2018,56800.0,0.08636363636363636,0.10909090909090909,0.14545454545454545,0.1590909090909091,0.14545454545454545,0.1409090909090909,0.05
2962,Rotoiti-Rotoehu,660.0,BayOfPlentyRegion,2018,68700.0,0.08181818181818182,0.08181818181818182,0.14545454545454545,0.12272727272727273,0.15454545454545454,0.16363636363636364,0.10454545454545454
2963,Kawaha,687.0,BayOfPlentyRegion,2018,70400.0,0.07423580786026202,0.08733624454148471,0.13100436681222707,0.14410480349344978,0.12663755458515283,0.1615720524017467,0.15283842794759825
2964,Fairy Springs,597.0,BayOfPlentyRegion,2018,58800.0,0.09547738693467336,0.11557788944723618,0.1658291457286432,0.15577889447236182,0.1658291457286432,0.1457286432160804,0.05527638190954774
2965,Western Heights (Rotorua District),705.0,BayOfPlentyRegion,2018,47200.0,0.1276595744680851,0.12340425531914893,0.1829787234042553,0.1574468085106383,0.1276595744680851,0.0851063829787234,0.02127659574468085
2966,Pukehangi North,819.0,BayOfPlentyRegion,2018,55200.0,0.10989010989010989,0.10256410256410256,0.17582417582417584,0.16117216117216118,0.1684981684981685,0.12087912087912088,0.02564102564102564
