WKT,SA22020_V1_00,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,SHAPE_X,SHAPE_Y
POINT (174.87353571223912 -36.97237668102078),155600,Papatoetoe East,Papatoetoe East,1.06859242552,1.06859242552,-36.9723766809057,174.87353571242988,1766768.4202172246,5906551.766212314,1766768.4202,5906551.7662
POINT (174.87749948806112 -36.970072848901474),155700,Ōtara South,Otara South,0.801871219243,0.801871219243,-36.9700728486492,174.87749948799114,1767126.3208943123,5906800.42552799,1767126.3209,5906800.4255
POINT (174.88252156620678 -36.966167003674336),155800,Ferguson,Ferguson,0.986877842053,0.986877842053,-36.96616700371572,174.88252156608036,1767581.9734886452,5907224.950895505,1767581.9735,5907224.9509
POINT (174.84681065737448 -36.98945510960729),155900,Papatoetoe South West,Papatoetoe South West,0.828596120964,0.828596120964,-36.98945510950477,174.84681065780933,1764352.567038914,5904703.403310519,1764352.567,5904703.4033
POINT (174.89641803795422 -36.95962843383603),156000,Botany Junction,Botany Junction,2.48251701913,2.48251701913,-36.9596284340563,174.89641803778946,1768833.6057848325,5907925.858775719,1768833.6058,5907925.8588
POINT (174.9122148441601 -36.94584124417205),156100,Dannemora North,Dannemora North,0.548994608916,0.548994608916,-36.94584124373554,174.91221484426325,1770270.805310143,5909427.425448102,1770270.8053,5909427.4254
POINT (174.86726542895548 -36.97749183665931),156200,Papatoetoe South,Papatoetoe South,0.795963841594,0.795963841594,-36.97749183672254,174.86726542886782,1766199.1018920476,5905995.2067930205,1766199.1019,5905995.2068
POINT (174.92247187718957 -36.94178690011518),156300,East Tamaki Heights,East Tamaki Heights,1.23138032519,1.23138032519,-36.94178690046435,174.9224718772383,1771193.300803549,5909858.874261024,1771193.3008,5909858.8743
POINT (175.00308810938233 -36.8965296832113),156400,Te Puru,Te Puru,11.1131793794,11.2136745694,-36.89652968345126,175.00308810890684,1778478.353457052,5914732.322674054,1778478.3535,5914732.3227
POINT (174.86235625603877 -36.983544575433775),156500,Puhinui North,Puhinui North,0.703263373246,0.703263373246,-36.98354457572352,174.86235625573067,1765748.974471938,5905332.218168275,1765748.9745,5905332.2182
POINT (174.90970488520196 -36.95210786338895),156600,Dannemora South,Dannemora South,0.63838550591,0.63838550591,-36.95210786350015,174.90970488506403,1770033.350687459,5908736.629387768,1770033.3507,5908736.6294
POINT (174.85892932563786 -36.98905457064926),156700,Puhinui South,Puhinui South,0.526109921089,0.526109921089,-36.98905457042651,174.85892932594626,1765432.0122279213,5904726.849424064,1765432.0122,5904726.8494
POINT (174.8884755095257 -36.97022100189397),156800,Rongomai West,Rongomai West,0.485070198391,0.485070198391,-36.97022100231883,174.88847550902045,1768103.128054075,5906764.6683536265,1768103.1281,5906764.6684
POINT (174.91760019437132 -36.95413984594799),156900,Baverstock,Baverstock,1.09060983002,1.09060983002,-36.95413984557116,174.9176001940911,1770731.856575875,5908497.060442163,1770731.8566,5908497.0604
POINT (174.87504606726012 -36.98156428575699),157000,Puhinui East,Puhinui East,0.604101374113,0.604101374113,-36.98156428575429,174.87504606675313,1766882.8016548692,5905529.760801068,1766882.8017,5905529.7608
POINT (174.98783135721118 -36.95157050198293),157100,Turanga,Turanga,86.8331766986,86.8331766986,-36.951570502269945,174.98783135753746,1776991.4641283744,5908653.951367351,1776991.4641,5908653.9514
POINT (174.89431554689068 -36.97278636133906),157200,Rongomai East,Rongomai East,0.58097593646,0.58097593646,-36.97278636096264,174.89431554702753,1768617.3717130015,5906469.717341389,1768617.3717,5906469.7173
POINT (174.91308872283815 -36.96412684090752),157300,Ormiston North,Ormiston North,2.29839706982,2.29839706982,-36.96412684120052,174.91308872246483,1770307.8868660976,5907397.081768015,1770307.8869,5907397.0818
POINT (175.0379650749254 -36.88773889513656),157400,Maraetai,Maraetai,6.87636616653,6.87636616653,-36.88773889482019,175.03796507499882,1781607.1478072756,5915641.840234717,1781607.1478,5915641.8402
POINT (174.902140026645 -36.97187248465489),157500,Chapel Downs,Chapel Downs,0.760333159543,0.760333159543,-36.97187248469185,174.90214002685835,1769315.9431188982,5906557.227395383,1769315.9431,5906557.2274
POINT (174.86243741239844 -37.00828248693977),157600,Wiri West,Wiri West,8.04111590047,8.04111590047,-37.00828248713286,174.8624374127356,1765702.4920295717,5902587.418277876,1765702.492,5902587.4183
POINT (174.8931166870724 -36.97956376036762),157700,Clover Park North,Clover Park North,0.924452395976,0.924452395976,-36.97956375998202,174.893116687295,1768495.6981206518,5905719.889242255,1768495.6981,5905719.8892
POINT (174.93091021488948 -36.95819209784981),157800,Mission Heights North,Mission Heights North,1.07261785624,1.07261785624,-36.95819209780505,174.9309102143893,1771907.9148555547,5908023.524905712,1771907.9149,5908023.5249
POINT (174.89012173112897 -36.98563251664567),157900,Clover Park South,Clover Park South,1.18316227402,1.18316227402,-36.98563251661797,174.89012173119903,1768215.7397062844,5905051.858502818,1768215.7397,5905051.8585
POINT (174.90785647410058 -36.97749293475445),158000,Donegal Park,Donegal Park,0.907696703756,0.907696703756,-36.97749293460565,174.90785647417684,1769812.3422071063,5905923.459016235,1769812.3422,5905923.459
POINT (174.9175934642444 -36.97595566638624),158100,Ormiston South,Ormiston South,1.70566284657,1.70566284657,-36.97595566674283,174.91759346466304,1770682.5261364605,5906076.608159539,1770682.5261,5906076.6082
POINT (174.9321765331833 -36.965041433620215),158200,Mission Heights South,Mission Heights South,0.869618208429,0.869618208429,-36.96504143334551,174.93217653287965,1772005.251473572,5907261.30383087,1772005.2515,5907261.3038
POINT (174.90712936510536 -36.98623816782382),158300,Hilltop (Auckland),Hilltop (Auckland),1.14159709718,1.14159709718,-36.98623816773049,174.90712936461435,1769728.1821564918,5904954.471611091,1769728.1822,5904954.4716
POINT (174.88694204776525 -37.00123323815041),158400,Wiri East,Wiri East,1.36807448716,1.36807448716,-37.001233237934144,174.88694204817205,1767898.4146366662,5903326.574523151,1767898.4146,5903326.5745
POINT (174.8973283407235 -36.99421746521791),158500,Goodwood Heights,Goodwood Heights,1.28157257812,1.28157257812,-36.99421746496305,174.89732834037562,1768838.1888695909,5904086.59922876,1768838.1889,5904086.5992
POINT (174.9310793919814 -36.98204771134801),158600,Ormiston East,Ormiston East,4.41455964578,4.41455964578,-36.98204771089425,174.9310793922007,1771869.3091205305,5905376.432549793,1771869.3091,5905376.4325
POINT (174.86003839634714 -37.02445325366562),158700,Clendon Park North,Clendon Park North,0.749202550301,0.749202550301,-37.02445325322013,174.86003839682294,1765453.950643285,5900797.4506484885,1765453.9506,5900797.4506
POINT (174.86798825143404 -37.02139033556771),158800,Burbank,Burbank,0.648508080562,0.648508080562,-37.021390335344485,174.8679882514731,1766167.8483039462,5901123.42202458,1766167.8483,5901123.422
POINT (174.94444976337678 -36.98425042196627),158900,Tuscany Heights,Tuscany Heights,6.6288695059,6.6288695059,-36.98425042153735,174.9444497633723,1773054.4301005595,5905107.817847434,1773054.4301,5905107.8178
POINT (174.9002449790114 -37.00163929896807),159000,Totara Heights,Totara Heights,0.854658972553,0.854658972553,-37.00163929882294,174.90024497932183,1769081.3182279342,5903257.967215414,1769081.3182,5903257.9672
POINT (174.88546123986342 -37.01332570536504),159100,Homai East,Homai East,0.712467688662,0.712467688662,-37.01332570581172,174.88546123995553,1767740.055707202,5901987.525950152,1767740.0557,5901987.526
POINT (174.87799599675415 -37.01888823104132),159200,Homai West,Homai West,0.911996669693,0.911996669693,-37.01888823101356,174.87799599707623,1767063.661228706,5901383.500202391,1767063.6612,5901383.5002
POINT (174.9130384585265 -37.00156996043032),159300,The Gardens (Auckland),The Gardens (Auckland),4.08900801174,4.08900801174,-37.001569960057296,174.91303845821375,1770219.9371729884,5903242.851341802,1770219.9372,5903242.8513
POINT (174.70757732957995 -37.13836158191174),159400,Clarks Beach,Clarks Beach,2.67352865614,2.67352865614,-37.13836158210083,174.70757732945154,1751663.9190882095,5888413.857179173,1751663.9191,5888413.8572
POINT (174.85926627004 -37.03235369015338),159500,Clendon Park West,Clendon Park West,0.594086042491,0.594086042491,-37.032353690469655,174.85926626998224,1765368.126194165,5899922.240264897,1765368.1262,5899922.2403
POINT (174.8978986625931 -37.01063595043138),159600,Hillpark North,Hillpark North,0.660482965398,0.660482965398,-37.0106359506632,174.89789866315562,1768852.6160495272,5902263.952673148,1768852.616,5902263.9527
POINT (174.8651397917894 -37.03229914737002),159700,Clendon Park East,Clendon Park East,0.46269815227,0.46269815227,-37.03229914706591,174.86513979211358,1765890.7027294866,5899918.061333059,1765890.7027,5899918.0613
POINT (174.7643801301335 -37.13436313367201),159800,Karaka Creek,Karaka Creek,34.779078205,34.779078205,-37.134363133603074,174.7643801296254,1756717.719954999,5888765.161608418,1756717.72,5888765.1616
POINT (174.87216580387633 -37.02855927009634),159900,Rowandale West,Rowandale West,0.688218297806,0.688218297806,-37.02855926994985,174.87216580425255,1766523.8455337763,5900320.7212154735,1766523.8455,5900320.7212
POINT (174.88087924286756 -37.025293892213725),160000,Rowandale East,Rowandale East,0.831505674218,0.831505674218,-37.025293891916,174.88087924305268,1767306.122817109,5900667.722632583,1767306.1228,5900667.7226
POINT (174.89147225204104 -37.021115149522366),160100,Manurewa Central,Manurewa Central,1.07399259,1.07399259,-37.021115149576666,174.8914722518869,1768257.6958861542,5901112.668594115,1768257.6959,5901112.6686
POINT (174.8653073069207 -37.0393821233469),160200,Weymouth North,Weymouth North,1.01898986538,1.01898986538,-37.03938212321183,174.86530730678038,1765890.1881878036,5899131.911415115,1765890.1882,5899131.9114
POINT (174.90042464938188 -37.017170817385455),160300,Hillpark South,Hillpark South,1.08741456728,1.08741456728,-37.01717081694773,174.90042464969093,1769062.888428456,5901534.420047878,1769062.8884,5901534.42
POINT (174.9219019023064 -37.01119881509378),160400,Alfriston,Alfriston,1.95225537485,1.95225537485,-37.01119881527183,174.92190190252393,1770987.1005189454,5902158.630779702,1770987.1005,5902158.6308
POINT (174.87760684743512 -37.03734988323127),160500,Weymouth East,Weymouth East,0.987243211549,0.987243211549,-37.037349883577726,174.87760684717705,1766988.6021762767,5899335.857861889,1766988.6022,5899335.8579
POINT (174.88734354805447 -37.03219653725753),160600,Leabank,Leabank,1.48914557357,1.48914557357,-37.032196537197365,174.88734354793135,1767865.9889891697,5899890.479506765,1767865.989,5899890.4795
POINT (174.86299697371692 -37.04682396296601),160700,Weymouth South,Weymouth South,1.05801845742,1.05801845742,-37.04682396312701,174.8629969739547,1765668.5209207863,5898310.265781608,1765668.5209,5898310.2658
POINT (174.90610926882215 -37.02583832451839),160800,Manurewa East,Manurewa East,0.828303574372,0.828303574372,-37.02583832481746,174.90610926888573,1769549.3768049795,5900562.635566564,1769549.3768,5900562.6356
POINT (174.8997169754326 -37.03142688131546),160900,Manurewa South,Manurewa South,1.21704414011,1.21704414011,-37.03142688090715,174.89971697563,1768968.33591845,5899953.958444817,1768968.3359,5899953.9584
POINT (174.9183514726801 -37.021832723223206),161000,Randwick Park East,Randwick Park East,0.747261232956,0.747261232956,-37.02183272346773,174.91835147310175,1770647.402836956,5900985.165271967,1770647.4028,5900985.1653
POINT (174.8809860219399 -37.0506462414496),161100,Wattle Downs West,Wattle Downs West,1.47723237553,1.47723237553,-37.05064624117573,174.8809860221836,1767259.9786222656,5897854.678529833,1767259.9786,5897854.6785
POINT (174.89487335672786 -37.038670162439125),161200,Wattle Downs North,Wattle Downs North,0.559950266822,0.559950266822,-37.03867016244694,174.89487335718778,1768521.4678408783,5899158.906898184,1768521.4678,5899158.9069
POINT (174.91357932918513 -37.02624736907845),161300,Randwick Park West,Randwick Park West,0.704153335842,0.704153335842,-37.02624736881296,174.913579328639,1770212.9976519963,5900503.908030288,1770212.9977,5900503.908
POINT (174.85015358962187 -37.11215968830184),161400,Kingseat-Karaka,Kingseat-Karaka,86.6833353993,86.6833353993,-37.11215968796743,174.85015358944196,1764385.120284727,5891083.529137306,1764385.1203,5891083.5291
POINT (174.89294960055724 -37.04722333413705),161500,Wattle Downs East,Wattle Downs East,1.01653038533,1.01653038533,-37.04722333399016,174.89294960078394,1768331.4662204746,5898213.333715766,1768331.4662,5898213.3337
POINT (174.93229242425704 -37.02622521388407),161600,Takanini North,Takanini North,5.2779725136,5.2779725136,-37.02622521398267,174.93229242471116,1771877.7527401613,5900472.709488083,1771877.7527,5900472.7095
POINT (174.91535579482616 -37.0335978558274),161700,Takanini Industrial,Takanini Industrial,0.880825337719,0.880825337719,-37.03359785589123,174.91535579478506,1770354.6058961905,5899685.183192845,1770354.6059,5899685.1832
POINT (174.90830750275313 -37.044672031855086),161800,Conifer Grove West,Conifer Grove West,1.58524565959,1.58524565959,-37.04467203151664,174.9083075026938,1769702.9962954624,5898469.096537518,1769702.9963,5898469.0965
POINT (174.91537177280313 -37.04393764204487),161900,Conifer Grove East,Conifer Grove East,0.649403666121,0.649403666121,-37.04393764222196,174.91537177277468,1770332.917697062,5898537.943480255,1770332.9177,5898537.9435
POINT (174.92112925889342 -37.04068477478337),162000,Takanini West,Takanini West,0.686327795615,0.686327795615,-37.04068477484344,174.9211292593711,1770852.2733423384,5898888.521592326,1770852.2733,5898888.5216
POINT (174.93888665815012 -37.04157399326503),162100,Takanini South,Takanini South,2.31946469435,2.31946469435,-37.04157399303672,174.9388866582774,1772429.6507118228,5898757.80142494,1772429.6507,5898757.8014
POINT (174.92589089023122 -37.05068171554471),162200,Takanini Central,Takanini Central,1.07589815974,1.07589815974,-37.05068171553584,174.92589088969993,1771253.3150527622,5897770.778701787,1771253.3151,5897770.7787
POINT (174.9891327288764 -37.04432331675412),162300,Ardmore,Ardmore,44.2703891416,44.2703891416,-37.04432331681216,174.98913272880355,1776892.257593371,5898360.439693496,1776892.2576,5898360.4397
POINT (174.75527200590312 -37.20183488669812),162400,Glenbrook,Glenbrook,53.1587152561,53.1587152561,-37.20183488639546,174.75527200556465,1755770.039970574,5881294.137534071,1755770.04,5881294.1375
POINT (174.9140547005173 -37.07226170742251),162500,Hingaia,Hingaia,3.61456343913,3.61456343913,-37.07226170756241,174.9140547000358,1770152.4898568671,5895397.706785196,1770152.4899,5895397.7068
POINT (174.94515022444506 -37.04902169880372),162600,Takanini South East,Takanini South East,1.46778066875,1.46778066875,-37.04902169917668,174.94515022396268,1772969.8358562416,5897920.086059332,1772969.8359,5897920.0861
POINT (175.1519678925824 -36.98413309407053),162700,Kawakawa Bay-Orere,Kawakawa Bay-Orere,208.774003457,208.774003457,-36.98413309388211,175.15196789252693,1791525.9703955103,5904723.425220632,1791525.9704,5904723.4252
POINT (174.93416883274816 -37.056533225085),162800,Papakura West,Papakura West,0.560563605964,0.560563605964,-37.05653322530968,174.9341688323175,1771976.2689611835,5897106.596575692,1771976.269,5897106.5966
POINT (175.04590718332412 -37.01480889988818),162900,Clevedon,Clevedon,49.9740997756,49.9740997756,-37.014808899492,175.04590718329513,1782012.2081983474,5901528.004743762,1782012.2082,5901528.0047
POINT (174.9479453742597 -37.05741390498832),163000,Papakura North,Papakura North,1.2489165709,1.2489165709,-37.05741390481402,174.94794537390788,1773199.3348690993,5896983.864119814,1773199.3349,5896983.8641
POINT (174.93272925289114 -37.068648470094814),163100,Pahurehure,Pahurehure,1.20701876097,1.20701876097,-37.06864847005586,174.93272925318715,1771820.917226394,5895764.991903629,1771820.9172,5895764.9919
POINT (174.94281889932293 -37.06542314083943),163200,Papakura Central,Papakura Central,1.56521620617,1.56521620617,-37.065423140992266,174.9428188991219,1772725.304881766,5896104.554183244,1772725.3049,5896104.5542
POINT (174.96562451879768 -37.05247623598368),163300,Papakura North East,Papakura North East,1.48813303344,1.48813303344,-37.05247623588247,174.9656245189538,1774782.7552141035,5897499.342510763,1774782.7552,5897499.3425
POINT (174.92649020564542 -37.0845596600436),163400,Karaka Lakes,Karaka Lakes,3.32745024665,3.32745024665,-37.08455966026275,174.92649020552966,1771230.4042892037,5894010.87907574,1771230.4043,5894010.8791
POINT (174.9623944919714 -37.059334356469),163500,Papakura Kelvin,Papakura Kelvin,1.01704879509,1.01704879509,-37.05933435615186,174.9623944916906,1774479.800175741,5896744.353635524,1774479.8002,5896744.3536
POINT (174.9548386357906 -37.06629969932242),163600,Papakura Massey Park,Papakura Massey Park,0.894103967582,0.894103967582,-37.066299699194495,174.95483863542196,1773792.0265675017,5895985.379814693,1773792.0266,5895985.3798
POINT (174.93811020037322 -37.08074306089671),163700,Rosehill,Rosehill,1.54510996901,1.54510996901,-37.08074306045398,174.93811020060684,1772271.961721758,5894413.326148537,1772271.9617,5894413.3261
POINT (174.8351406882883 -37.176917557285726),163800,Patumahoe,Patumahoe,34.3789949467,34.3789949467,-37.176917557007776,174.83514068870417,1762912.1001375082,5883924.440730023,1762912.1001,5883924.4407
POINT (174.97920636836915 -37.05846262310857),163900,Papakura East,Papakura East,2.01830071771,2.01830071771,-37.05846262274533,174.97920636801993,1775976.7501697734,5896810.073840758,1775976.7502,5896810.0738
POINT (174.9479775098892 -37.07682588093563),164000,Ōpaheke,Opaheke,1.10863519379,1.10863519379,-37.07682588079056,174.9479775099968,1773158.0382098835,5894830.004115732,1773158.0382,5894830.0041
POINT (174.9642952171152 -37.07325227800632),164100,Papakura Industrial,Papakura Industrial,1.53813490271,1.53813490271,-37.0732522777306,174.96429521673713,1774616.892667008,5895196.634031106,1774616.8927,5895196.634
POINT (174.97729522374206 -37.06738687854085),164200,Red Hill,Red Hill,2.10233643146,2.10233643146,-37.06738687817919,174.97729522323246,1775786.2034555108,5895823.441340879,1775786.2035,5895823.4413
POINT (174.9366941650441 -37.10606946561792),164300,Drury,Drury,10.3916068445,10.3916068445,-37.10606946521875,174.93669416454898,1772088.7737568924,5891605.867345025,1772088.7738,5891605.8673
POINT (174.7241399674823 -37.24376131805338),164400,Tamakae,Tamakae,1.34096252849,1.34096252849,-37.24376131824092,174.72413996731373,1752922.3242846616,5876693.097579408,1752922.3243,5876693.0976
POINT (174.73913904190084 -37.24356339910123),164500,Hamilton Estate,Hamilton Estate,2.25936491644,2.25936491644,-37.24356339944611,174.73913904151811,1754253.1781653431,5876690.714162297,1754253.1782,5876690.7142
POINT (174.97476494229687 -37.112215363649405),164600,Drury Rural,Drury Rural,36.0214843097,36.0214843097,-37.11221536344513,174.974764942831,1775457.806247919,5890854.262121487,1775457.8062,5890854.2621
POINT (174.72826388112375 -37.25537886657449),164700,Waiuku Central,Waiuku Central,1.13149718753,1.13149718753,-37.25537886632807,174.728263881653,1753264.582847429,5875397.4407264255,1753264.5828,5875397.4407
POINT (174.7349678547485 -37.257969984801086),164800,Waiuku East,Waiuku East,0.832609250194,0.832609250194,-37.25796998474283,174.7349678545801,1753853.8765851783,5875099.070206678,1753853.8766,5875099.0702
POINT (174.74366098837433 -37.25767693347844),164900,Kendallvale,Kendallvale,2.14461815296,2.14461815296,-37.25767693349692,174.74366098832098,1754625.4314952218,5875117.411697973,1754625.4315,5875117.4117
POINT (174.84744206756295 -37.21369525876856),165000,Puni,Puni,38.1916567363,38.1916567363,-37.213695258387965,174.84744206709993,1763924.672059727,5879822.643842923,1763924.6721,5879822.6438
POINT (174.93408132888283 -37.15945130352555),165100,Ramarama,Ramarama,43.6129324059,43.6129324059,-37.159451303182486,174.93408132879935,1771735.8421933486,5885687.723738058,1771735.8422,5885687.7237
POINT (175.08169249021688 -37.08256359883894),165200,Hunua,Hunua,77.8352290123,77.8352290123,-37.082563599217366,175.0816924898048,1785031.5645624285,5893941.247458521,1785031.5646,5893941.2475
POINT (174.89580356888868 -37.18225621309439),165300,Pukekohe North West,Pukekohe North West,4.78281552188,4.78281552188,-37.18225621306696,174.89580356894405,1768286.0420049643,5883226.09970281,1768286.042,5883226.0997
POINT (174.92451323969556 -37.18355971546082),165400,Anselmi Ridge,Anselmi Ridge,7.53407825883,7.53407825883,-37.18355971510382,174.92451323995985,1770831.853924255,5883030.099338981,1770831.8539,5883030.0993
POINT (174.8880390927839 -37.20097081677342),165500,Pukekohe West,Pukekohe West,2.20726066764,2.20726066764,-37.200970816363096,174.8880390926824,1767555.3633918874,5881163.415045577,1767555.3634,5881163.415
POINT (174.91071330465624 -37.18797046794289),165600,Cape Hill,Cape Hill,0.71737512649,0.71737512649,-37.18797046761062,174.91071330445988,1769596.893583302,5882565.500737077,1769596.8936,5882565.5007
POINT (174.895901497236 -37.207052877496494),165700,Rosa Birch Park,Rosa Birch Park,0.791705245059,0.791705245059,-37.20705287753931,174.8959014970851,1768239.6801865024,5880474.651595384,1768239.6802,5880474.6516
POINT (174.91307600644055 -37.19697712865033),165800,Rooseville Park,Rooseville Park,1.34590840106,1.34590840106,-37.196977128318885,174.91307600669086,1769786.4530229478,5881561.946936183,1769786.453,5881561.9469
POINT (174.88712539611166 -37.2184859867573),165900,Cloverlea (Auckland),Cloverlea (Auckland),2.37781612234,2.37781612234,-37.21848598664671,174.8871253958793,1767435.5468796163,5879221.661512554,1767435.5469,5879221.6615
POINT (174.9133262765419 -37.208920322171664),166000,Pukekohe Central,Pukekohe Central,2.93888904918,2.93888904918,-37.2089203217274,174.91332627633486,1769781.90048261,5880236.355149519,1769781.9005,5880236.3551
POINT (174.9026240728422 -37.21226690476869),166100,Pukekohe Hospital,Pukekohe Hospital,0.734856215046,0.734856215046,-37.21226690508682,174.9026240729136,1768824.6699056174,5879884.172264436,1768824.6699,5879884.1723
POINT (174.91900122385005 -37.21787628246748),166200,Buckland,Buckland,8.62446411503,8.62446411503,-37.21787628287462,174.91900122424698,1770265.3905342957,5879232.465253964,1770265.3905,5879232.4653
POINT (175.00226050630434 -37.175381772785855),166300,Bombay Hills,Bombay Hills,31.671430881,31.671430881,-37.175381772378245,175.002260506065,1777753.1078796897,5883794.482645464,1777753.1079,5883794.4826
POINT (175.082460264862 -37.14669683578462),166400,Ararimu,Ararimu,90.9254422324,90.9254422324,-37.14669683610559,175.08246026487268,1784943.6844001464,5886823.816064072,1784943.6844,5886823.8161
POINT (175.4815499503005 -36.69959959371322),166500,Colville,Colville,1535.44805003,1535.44805003,-36.69959959330987,175.48154995055165,1821684.0987235336,5935581.150142954,1821684.0987,5935581.1501
POINT (175.76625272112867 -36.68567098614988),166600,Islands Thames-Coromandel District,Islands Thames-Coromandel District,621.307138616,621.307138616,-36.68567098625267,175.7662527209854,1847167.450086716,5936430.024186034,1847167.4501,5936430.0242
POINT (175.49570901341409 -36.75576798211335),166700,Coromandel,Coromandel,13.0218081381,13.0218081381,-36.75576798213479,175.495709013835,1822786.7523374488,5929315.936895361,1822786.7523,5929315.9369
POINT (175.6021140280483 -36.84210816791424),166800,Inlets Thames-Coromandel District,Inlets Thames-Coromandel District,0.0,91.6322130738,-36.84210816764907,175.6021140279236,1832026.3264895848,5919482.371127933,1832026.3265,5919482.3711
POINT (175.64711128883428 -36.79870436221468),166900,Mercury Bay North,Mercury Bay North,609.411142419,609.411142419,-36.79870436239552,175.64711128902002,1836172.912115912,5924188.303177416,1836172.9121,5924188.3032
POINT (175.68951912896128 -36.811822899616885),167000,Whitianga North,Whitianga North,12.5134025744,12.5134025744,-36.81182289967403,175.68951912871185,1839916.319177447,5922626.965991948,1839916.3192,5922626.966
POINT (175.6935637225287 -36.83362373046231),167100,Whitianga South,Whitianga South,4.82687235553,4.87522486256,-36.83362373086305,175.6935637228908,1840208.977530931,5920197.677152252,1840208.9775,5920197.6772
POINT (175.54379324511984 -37.00475036551397),167200,Thames Coast,Thames Coast,116.100834097,116.100834097,-37.00475036540398,175.54379324464827,1826343.3086582827,5901575.335511831,1826343.3087,5901575.3355
POINT (175.73630884766905 -36.83594099462443),167300,Cooks Beach-Ferry Landing,Cooks Beach-Ferry Landing,2.69565287641,2.69565287641,-36.83594099419297,175.7363088477303,1844014.3870067,5919832.149245033,1844014.387,5919832.1492
POINT (175.71501522135662 -36.94621996522804),167400,Mercury Bay South,Mercury Bay South,432.255847136,432.255847136,-36.94621996539586,175.71501522101667,1841766.733369064,5907649.110779712,1841766.7334,5907649.1108
POINT (175.62522984598357 -37.107422232951066),167500,Kauaeranga,Kauaeranga,180.528634315,180.528634315,-37.10742223334907,175.62522984567693,1833276.0247714296,5889985.299054658,1833276.0248,5889985.2991
POINT (175.53931798727837 -37.12710897754467),167600,Thames North,Thames North,2.62321845807,2.62321845807,-37.12710897784002,175.5393179876549,1825582.101732503,5888008.509064855,1825582.1017,5888008.5091
POINT (175.54142965838835 -37.14032281302858),167700,Thames Central,Thames Central,1.27303448671,1.27303448671,-37.140322813065005,175.54142965844872,1825730.4387051803,5886537.203294327,1825730.4387,5886537.2033
POINT (175.5590600036441 -37.14916668151419),167800,Thames South,Thames South,3.29153231482,3.29153231482,-37.14916668111616,175.5590600041583,1827270.169246783,5885513.7146413615,1827270.1692,5885513.7146
POINT (175.76810209122402 -37.10103599385512),167900,Hikuai,Hikuai,292.326843071,292.326843071,-37.10103599368598,175.76810209156284,1845994.859530521,5890333.148114935,1845994.8595,5890333.1481
POINT (175.56009269732283 -37.16790190283727),168000,Totora-Kopu,Totora-Kopu,8.36725919591,8.36725919591,-37.16790190289548,175.5600926968042,1827305.7521536893,5883432.257793207,1827305.7522,5883432.2578
POINT (175.849701190978 -37.00033692109719),168100,Tairua,Tairua,4.17225440864,4.17225440864,-37.00033692067787,175.84970119067464,1853583.1591742109,5901293.267643609,1853583.1592,5901293.2676
POINT (175.8467554517563 -37.040702620916605),168200,Pauanui,Pauanui,9.9020650428,9.9020650428,-37.04070262069021,175.84675545194062,1853186.8537169727,5896821.67172093,1853186.8537,5896821.6717
POINT (175.66087711880016 -37.23726593071689),168300,Matatoki-Puriri,Matatoki-Puriri,161.074893874,161.074893874,-37.23726593072322,175.6608771185339,1836039.631376253,5875488.430997807,1836039.6314,5875488.431
POINT (175.8301039507912 -37.17526213555194),168400,Whangamatā Rural,Whangamata Rural,153.672358766,153.672358766,-37.17526213587676,175.8301039503467,1851260.1948592863,5881933.520761596,1851260.1949,5881933.5208
POINT (175.8656964994796 -37.21077924033387),168500,Whangamatā,Whangamata,8.46085360339,8.46085360339,-37.21077924049876,175.8656964998892,1854301.5882356183,5877897.018276689,1854301.5882,5877897.0183
POINT (175.27611377606908 -37.11354794557605),168600,Miranda-Pūkorokoro,Miranda-Pukorokoro,81.3364960311,81.3364960311,-37.11354794553318,175.276113776197,1802232.7026114468,5890106.742403878,1802232.7026,5890106.7424
POINT (175.39645918332886 -37.263948213634),168700,Hauraki Plains North,Hauraki Plains North,178.828466263,178.828466263,-37.26394821346323,175.39645918308082,1812504.8904784336,5873154.582318581,1812504.8905,5873154.5823
POINT (175.5435328275265 -37.23819154283373),168800,Hauraki Plains East,Hauraki Plains East,90.7125526946,90.7125526946,-37.23819154310033,175.5435328270239,1825625.66885454,5875672.044170116,1825625.6689,5875672.0442
POINT (175.49152142259274 -37.27900789790621),168900,Ngatea,Ngatea,3.35031894884,3.35031894884,-37.27900789768943,175.49152142205568,1820891.856352948,5871265.576224041,1820891.8564,5871265.5762
POINT (175.4824874006237 -37.35529167263486),169000,Hauraki Plains South,Hauraki Plains South,251.344834057,251.344834057,-37.35529167250632,175.48248740085157,1819868.3041204996,5862821.665712501,1819868.3041,5862821.6657
POINT (175.66569914551113 -37.36729150749303),169100,Paeroa Rural,Paeroa Rural,272.592148949,272.592148949,-37.36729150724201,175.66569914539588,1836060.3371904748,5861047.309925954,1836060.3372,5861047.3099
POINT (175.67393671146576 -37.37535246460794),169200,Paeroa,Paeroa,6.86961243881,6.86961243881,-37.37535246504166,175.67393671129372,1836764.5948832943,5860132.117750056,1836764.5949,5860132.1178
POINT (175.83169927530378 -37.38854666794224),169300,Waihi Rural,Waihi Rural,375.715406147,375.715406147,-37.38854666750031,175.8316992755853,1850692.6929262355,5858260.055844734,1850692.6929,5858260.0558
